Date,Time,Open,High,Low,Close
2015-11-26,15:30,44137.19,44346.24,44128.23,44318.18
2015-11-26,15:35,44318.17,44320.55,44226.92,44229.49
2015-11-26,15:40,44228.08,44338.03,44191.02,44241
2015-11-26,15:45,44252.41,44259,44242.28,44257.92
2015-11-26,15:50,44257.71,44257.95,44228.76,44249.47
2015-11-26,15:55,44249.59,44251.14,44193.66,44200.64
2015-11-26,16:00,44200.74,44249.49,44196.35,44228.42
2015-11-26,16:05,44224.31,44236.38,44216.24,44224.66
2015-11-26,16:10,44224.7,44225.38,44208,44216.25
2015-11-26,16:15,44216.17,44226.23,44176.6,44179.05
2015-11-26,16:20,44179.09,44229.1,44172.45,44196.25
2015-11-26,16:25,44196.66,44199.6,44183.24,44191.31
2015-11-26,16:30,44190.61,44200.13,44178.35,44178.93
2015-11-26,16:35,44179.05,44185.4,44166.38,44185.22
2015-11-26,16:40,44185.35,44185.35,44168.3,44173.98
2015-11-26,16:45,44174.83,44179.28,44163.53,44173.99
2015-11-26,16:50,44174.06,44219.36,44159.47,44173.77
2015-11-26,16:55,44174.28,44193.22,44171.46,44183.42
2015-11-26,17:00,44183.34,44192.57,44177.87,44184.84
2015-11-26,17:05,44184.71,44194.82,44177.87,44184.04
2015-11-26,17:10,44182.82,44191,44172.85,44172.85
2015-11-26,17:15,44171.45,44195.41,44171.45,44187.1
2015-11-26,17:20,44184.9,44195.03,44170.67,44175.26
2015-11-26,17:25,44174.46,44183.34,44151.93,44159.82
2015-11-26,17:30,44159.85,44175.59,44156.69,44174.53
2015-11-26,17:35,44174.12,44181.22,44159.58,44159.65
2015-11-26,17:40,44160.03,44220.73,44155.7,44213.95
2015-11-26,17:45,44215.7,44216.4,44160.41,44189.56
2015-11-26,17:50,44189.65,44189.65,44146.23,44159.61
2015-11-26,17:55,44159.58,44213.98,44150.14,44182.25
2015-11-26,18:00,44182.36,44204.04,44162.77,44164.46
2015-11-26,18:05,44164.74,44178.35,44147.35,44155.9
2015-11-26,18:10,44155.97,44165.3,44142.25,44147.67
2015-11-26,18:15,44147.71,44163.17,44142.28,44152.23
2015-11-26,18:20,44152.19,44170.8,44149.96,44158.85
2015-11-26,18:25,44159.55,44165.38,44155.65,44159.48
2015-11-26,18:30,44159.42,44185.86,44159.42,44185.74
2015-11-26,18:35,44185.77,44193.67,44176.63,44181.45
2015-11-26,18:40,44182.16,44189.67,44155.12,44157.51
2015-11-26,18:45,44157.9,44174.19,44131.35,44145.33
2015-11-26,18:50,44145.08,44145.7,44137.31,44140.38
2015-11-26,18:55,44140.23,44144.91,44132.39,44135.78
2015-11-26,19:00,44135.82,44154.48,44123.42,44130.3
2015-11-26,19:05,44130.6,44133.18,44106.9,44121.41
2015-11-26,19:10,44121.53,44139.69,44111.31,44129.97
2015-11-26,19:15,44132.17,44134.46,44117.27,44124.45
2015-11-26,19:20,44132.03,44133.64,44109.71,44130.45
2015-11-26,19:25,44129.59,44131.1,44119.31,44120.19
2015-11-26,19:30,44120.57,44141.32,44092.21,44094.16
2015-11-26,19:35,44094.33,44108.29,44089.36,44095.17
2015-11-26,19:40,44095.24,44111.13,44090.18,44095.01
2015-11-26,19:45,44095.04,44106.9,44084.69,44096.11
2015-11-26,19:50,44096.18,44108.04,44084.37,44097.08
2015-11-26,19:55,44096.68,44121.06,44081,44082.13
2015-11-26,20:00,44081.28,44106.17,44053.23,44088.03
2015-11-26,20:05,44088.05,44090.74,44067.1,44079.01
2015-11-26,20:10,44079.14,44110.15,44076.98,44098.58
2015-11-26,20:15,44098.34,44134.16,44096.58,44123.84
2015-11-26,20:20,44123.96,44186.75,44108,44120.65
2015-11-26,20:25,44120.61,44156.64,44120.61,44142.86
2015-11-26,20:30,44142.71,44200.64,44121.91,44147.45
2015-11-26,20:35,44147.47,44157.86,44116.73,44144.55
2015-11-26,20:40,44144.63,44176.15,44124.95,44150.23
2015-11-26,20:45,44150.32,44168.94,44148.01,44166.58
2015-11-26,20:50,44166.23,44176.69,44147.76,44156.72
2015-11-26,20:55,44155.82,44157.99,44135,44147.15
2015-11-26,21:00,44147.39,44179.33,44143.9,44167.83
2015-11-26,21:05,44168.23,44251.25,44168.23,44247.53
2015-11-26,21:10,44247.66,44271.23,44216.95,44260.46
2015-11-26,21:15,44260.35,44272.15,44230.19,44270.22
2015-11-26,21:20,44270.25,44291.46,44265.82,44274.91
2015-11-26,21:25,44278.33,44281.08,44248.85,44276.08
2015-11-26,21:30,44275.95,44304.35,44265.33,44302.3
2015-11-26,21:35,44304.09,44352.55,44293.29,44349.97
2015-11-26,21:40,44350.09,44364.8,44346.13,44359.18
2015-11-26,21:45,44359.13,44368.18,44355.99,44368.18
2015-11-26,21:50,44368.22,44374.94,44367.2,44374.94
2015-11-26,21:55,44374.92,44377.59,44368.64,44374.52
2015-11-26,22:05,44374.52,44374.52,44374.52,44374.52
2015-11-27,15:30,44387.1,44420.65,44279.42,44291.71
2015-11-27,15:35,44293.61,44301.77,44207.11,44219.51
2015-11-27,15:40,44219,44219.13,44157.95,44199.02
2015-11-27,15:45,44198.3,44212.26,44141.04,44150.43
2015-11-27,15:50,44150.8,44171.7,44113.41,44157
2015-11-27,15:55,44157.12,44161.49,44098.98,44106.74
2015-11-27,16:00,44106.99,44106.99,44072.8,44083.84
2015-11-27,16:05,44085.01,44107.72,44085.01,44107.2
2015-11-27,16:10,44107.23,44137.26,44093.29,44099.22
2015-11-27,16:15,44099.34,44101.08,44063.06,44068.72
2015-11-27,16:20,44068.76,44126.24,44063.56,44081.6
2015-11-27,16:25,44085.71,44091.36,44041.42,44057.32
2015-11-27,16:30,44057.34,44059.73,44040.36,44053.85
2015-11-27,16:35,44054.15,44054.34,44024.71,44029.7
2015-11-27,16:40,44029.61,44032.72,44017.17,44027.14
2015-11-27,16:45,44023.03,44035.51,44013.96,44035.06
2015-11-27,16:50,44035.07,44036.68,44019.01,44028.4
2015-11-27,16:55,44028.81,44035.74,44009.25,44013.15
2015-11-27,17:00,44013.08,44021.71,43987.56,43999.33
2015-11-27,17:05,43999.21,44006.51,43985.31,43992.47
2015-11-27,17:10,43992.12,44013.43,43988.25,44001.26
2015-11-27,17:15,43999.06,44011.14,43994.13,44002.14
2015-11-27,17:20,44001.99,44054.98,44000.94,44046.75
2015-11-27,17:25,44047.34,44066.21,44037.91,44047.78
2015-11-27,17:30,44047.8,44053.93,44037.33,44044.86
2015-11-27,17:35,44047.06,44053.68,44039.46,44042.41
2015-11-27,17:40,44042.33,44046.85,44026.16,44045.94
2015-11-27,17:45,44046.06,44051.31,44022.81,44023.66
2015-11-27,17:50,44023.45,44037.33,44009.9,44018.81
2015-11-27,17:55,44018.98,44021.49,43995.17,44000
2015-11-27,18:00,44000.18,44007.41,43982.25,43984.15
2015-11-27,18:05,43986.35,44014.65,43985.84,44011.39
2015-11-27,18:10,44010.59,44064.88,43997.44,44064.76
2015-11-27,18:15,44062.56,44115.92,44058.45,44068.65
2015-11-27,18:20,44066.18,44084.84,44052.34,44072.62
2015-11-27,18:25,44072.56,44103.42,44064.61,44079.69
2015-11-27,18:30,44079.7,44086.36,44049.47,44078.02
2015-11-27,18:35,44075.82,44088.33,44058.6,44083.63
2015-11-27,18:40,44083.73,44092.95,44051.37,44075.86
2015-11-27,18:45,44071.75,44072.63,44031.85,44032.7
2015-11-27,18:50,44032.56,44066.24,44016.83,44049.56
2015-11-27,18:55,44051.76,44053.31,43995.31,43998.78
