DateID,Realized Variance (5-minute),Realized Kernel,Return,Realized Variance (5-minute using 1-minute subsamples),Realized Variance (10-minute),Realized Variance (10-minute using 1-minute subsamples),Bipower Variation (5-minute) ,Bipower Variation (5-minute using 1-minute subsamples) ,Median Truncated Realized Variance,Realized Semivariance (5-minute),Realized Semivariance (5-minute using 1-minute subsamples),Number of Transactions,Time span betwen first and last observation (seconds),Close-to-Open Return,Opening Time (Local in Seconds),High-Low Range,High-Open Range,Opening Price,Closing Price
2000-01-03,0.000666717,0.000701914,-0.028637701,0.000603115,0.000994122,0.000569414,0.000474646,0.000403119,0.000293879,0.000225386,0.000246183,2040,30586.502,,32415.028,0.063198791,0.027989831,6961.72,6765.18
2000-01-04,0.00052569,0.000591077,-0.023660612,0.000561597,0.000591424,0.000563078,0.000432537,0.000560343,0.000391825,0.000303271,0.000340361,2040,30585.843,,32414.894,0.03692615,0.001202731,6747.24,6589.47
2000-01-05,0.001163879,0.001080755,-0.014198735,0.000924739,0.000973228,0.000584148,0.00057077,0.000658219,0.000303757,0.000907453,0.000639542,2040,30585.841,,32414.852,0.030359733,0,6585.85,6493
2000-01-06,0.000294669,0.000305533,-0.004496787,0.000299793,0.000282375,0.000286759,0.000269095,0.000269877,0.000248006,0.000144616,0.000154788,2040,30586.105,,32415.292,0.021122812,0.005806426,6501.45,6472.28
2000-01-07,0.000368534,0.000300703,0.044477302,0.000338048,0.000314379,0.000293521,0.000368213,0.000326049,0.000305964,0.000103079,9.70E-05,2040,30584.938,,32580.06,-0.048478501,0.046034865,6485.97,6780.96
2000-01-10,0.000457658,0.00054788,0.019742029,0.000459127,0.000742854,0.000340486,0.000476954,0.00032566,0.000216724,0.000115949,0.000109023,2040,30587.27,,32415.051,-0.027586042,0.027586042,6785.47,6920.76
2000-01-11,0.000241611,0.00024688,-0.003459611,0.000235892,0.000219939,0.00023156,0.000241045,0.000222584,0.000181638,0.000128856,0.000128202,2040,30587.401,,32415.146,0.01780929,0.002565274,6926.04,6902.12
2000-01-12,0.00033718,0.000241762,0.003374192,0.000214826,0.000274802,0.000188017,0.000248704,0.000206864,0.00016381,0.000213261,0.00011156,2040,30585.446,,32415.188,-0.018093609,0.004083862,6878.92,6902.17
2000-01-13,0.000216722,0.000230271,0.008435161,0.000238066,0.000168718,0.000215745,0.000206181,0.000238526,0.000205184,8.79E-05,9.74E-05,2040,30585.91,,32414.988,-0.029671284,0.02758032,6913.13,6971.69
2000-01-14,0.000317394,0.000260597,0.033525108,0.000242808,0.000334182,0.00022636,0.000250302,0.000219273,0.000198297,8.53E-05,7.26E-05,2040,30585.079,,32415.477,-0.034894073,0.034894073,6960.29,7197.59
2000-01-17,0.000257291,0.000279374,0.012129586,0.000260451,0.000293144,0.000247292,0.000268442,0.000259097,0.000209977,0.000113039,0.000129341,2040,30585.772,,32415.009,-0.025548908,0.01652044,7177.48,7265.07
2000-01-18,0.000379502,0.000374617,-0.024779126,0.000375286,0.000308177,0.000381327,0.00037679,0.000405813,0.000283038,0.000241687,0.000226225,2040,30585.577,,32415.114,0.035186641,0.006077435,7262.21,7084.47
2000-01-19,0.000307536,0.000248269,0.004765487,0.000267449,0.000282386,0.000231209,0.00028105,0.000264432,0.000243283,0.00016332,0.0001224,2040,30587.197,,32415.079,-0.017460512,0.006332073,7065.31,7099.06
2000-01-20,0.000292298,0.000392532,0.001596812,0.000368541,0.000381255,0.000261102,0.000301274,0.000271166,0.000266023,0.000123907,0.000146914,2040,30585.572,,32415.104,0.021519524,0.018814339,7095.98,7107.32
2000-01-21,0.00033172,0.000285686,-0.017168657,0.000262919,0.000288773,0.000236768,0.000268079,0.000228178,0.000177807,0.000238609,0.000176439,2037,30584.684,,32416.113,0.023322646,0,7103.7,6982.78
2000-01-24,0.000316985,0.000278143,-0.008752209,0.000278484,0.000260243,0.000250464,0.000238853,0.000234022,0.00019913,0.000162547,0.000139743,2040,30585.401,,32415.21,0.024337477,0.014902169,6987.59,6926.7
2000-01-25,0.000385745,0.000303564,-0.010427908,0.000305574,0.00042778,0.000262828,0.000371955,0.000275351,0.000273934,0.000230602,0.000164651,2040,30585.833,,32414.941,0.015740842,0,6928.08,6856.21
2000-01-26,0.000346754,0.00030175,0.017444085,0.000291504,0.000278568,0.000222758,0.00024172,0.000235239,0.000213429,0.000112732,0.000121923,2040,30590.055,,32415.128,-0.020679542,0.020679542,6838.05,6958.38
2000-01-27,0.000266534,0.000301379,0.020360039,0.000279586,0.000295239,0.000287962,0.000256698,0.000280019,0.000276988,9.47E-05,9.71E-05,2040,30586.741,,32414.927,-0.031915944,0.026348755,6983.42,7127.06
